LANDLORD_RANK,OWNER,ADDRESS,BUILDING_NAME,ZIP,APT_UNITS,APT_YR_BUILT,APT_STORIES,TOTAL_COMPLAINTS,COMPLAINTS_90D,OPEN_UNRESOLVED,FIRST_COMPLAINT,LAST_COMPLAINT,WORST_90D_WINDOW,FLAGS,KNOWN_CASE,LAND_VALUE,IMPROVEMENT_VALUE,TOTAL_ASSESSED_VALUE,LAST_SALE_DATE,LAST_SALE_PRICE,PREVIOUS_OWNER,SALE_HISTORY,PIN
1,UNKNOWN / NOT IN SALE RECORDS,2230 4TH AVE,CHARLESGATE APTS,98121,,,,30,5,0,2006-02-08,2025-07-24,2016-10-18 to 2017-01-16,SUSPICIOUS_IMPR_VALUE_1000,,12830400,1000,12831400,,,,,696000095
1,UNKNOWN / NOT IN SALE RECORDS,1420 WESTERN AVE,ROSS MANOR-SHA,98101,,1984,12,30,5,0,2007-05-16,2025-08-08,2022-07-12 to 2022-10-10,,,120600,392500,513100,,,,,7442700000
1,UNKNOWN / NOT IN SALE RECORDS,5116 9TH AVE NW,,98107,,,,30,4,0,2005-12-14,2023-01-20,2020-07-29 to 2020-10-27,,,272000,654000,926000,,,,,2768301256
1,UNKNOWN / NOT IN SALE RECORDS,13524 LAKE CITY WAY NE,,,,,,30,4,0,2007-01-31,2025-01-28,2023-03-08 to 2023-06-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,14200 LINDEN AVE N,Tressa,98133,,2010,6,30,4,0,2010-12-13,2025-01-14,2016-08-18 to 2016-11-16,,,283400,3581300,3864700,,,,,4340200000
1,UNKNOWN / NOT IN SALE RECORDS,588 BELL ST,INSIGNIA,98121,,,,30,4,0,2015-11-12,2025-07-07,2020-09-20 to 2020-12-19,,,178200,710000,888200,,,,,3589000000
1,UNKNOWN / NOT IN SALE RECORDS,3849 NE 88TH ST,3849 NE 88TH ST,98115,,,,29,23,0,2023-05-20,2024-05-06,2023-06-27 to 2023-09-25,EXTREME_VOLUME,,373800,832200,1206000,,,,,8637330000
1,UNKNOWN / NOT IN SALE RECORDS,506 12TH AVE E,,,,,,29,15,0,2016-10-25,2025-05-12,2025-04-22 to 2025-07-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2030 8TH AVE,Windsor Cirrus,98121,,,,29,10,0,2007-04-03,2025-08-05,2025-05-06 to 2025-08-04,,,18432000,170807000,189239000,,,,,660000575
1,UNKNOWN / NOT IN SALE RECORDS,2300 6TH AVE,,,,,,29,7,0,2019-10-28,2025-05-16,2019-10-28 to 2020-01-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,110 VINE ST,,,,,,29,6,0,2004-03-08,2025-04-09,2019-04-11 to 2019-07-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1115 M L KING JR WAY,,,,,,29,6,0,2004-05-18,2025-07-15,2019-08-13 to 2019-11-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1922 9TH AVE,JULIE APARTMENTS-LIHI,98101,,,,29,5,0,2007-05-11,2024-05-23,2021-09-02 to 2021-12-01,,,8640000,3988000,12628000,,,,,660001235
1,UNKNOWN / NOT IN SALE RECORDS,505 NE 70TH ST,GREENLAKE PLAZA APTS,98115,130,1969,11,29,5,0,2007-07-26,2025-06-30,2022-09-16 to 2022-12-15,,,8979000,22083000,31062000,,,,,9528101850
1,UNKNOWN / NOT IN SALE RECORDS,10502 LAKE CITY WAY NE,,,,,,29,5,0,2007-09-26,2025-05-15,2010-04-26 to 2010-07-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,101 W OLYMPIC PL,THE QUEENSBOROUGH,98119,145,1950,8,29,5,0,2012-12-06,2025-10-08,2025-07-03 to 2025-10-01,,,5850000,27561000,33411000,,,,,3879900620
1,UNKNOWN / NOT IN SALE RECORDS,215 10TH AVE E,LYRIC THE,98102,,2012,6,29,5,0,2015-09-29,2025-09-11,2024-05-15 to 2024-08-13,,,820700,1798300,2619000,,,,,4700000000
1,UNKNOWN / NOT IN SALE RECORDS,1525 9TH AVE,PREMIERE ON PINE,98101,,,,29,5,0,2015-12-15,2025-07-12,2025-04-16 to 2025-07-15,,,16000800,195984200,211985000,,,,,660000915
1,UNKNOWN / NOT IN SALE RECORDS,2939 S MOUNT BAKER BLVD,LINK STUDIOS,98144,,,,29,4,0,2004-03-09,2024-11-26,2014-07-03 to 2014-10-01,,,1196300,7731700,8928000,,,,,3600028
1,UNKNOWN / NOT IN SALE RECORDS,110 W OLYMPIC PL,OLYMPIC WEST APTS-SHA,98119,76,1970,9,29,3,0,2005-01-26,2025-03-06,2013-04-09 to 2013-07-08,,,3731800,13677200,17409000,,,,,3879900720
1,UNKNOWN / NOT IN SALE RECORDS,4238 12TH AVE NE,,,,,,29,3,0,2008-02-11,2019-07-08,2010-06-28 to 2010-09-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1624 BOREN AVE,,,,,,29,3,0,2009-01-30,2025-09-29,2023-10-13 to 2024-01-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4722 15TH AVE NE,,,,,,28,13,0,2016-12-14,2025-11-06,2025-08-08 to 2025-11-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5021 35TH AVE SW,,98126,,,,28,8,0,2009-08-04,2025-11-08,2023-10-27 to 2024-01-25,,,450000,175000,625000,,,,,3095000030
1,UNKNOWN / NOT IN SALE RECORDS,2014 NW 57TH ST,Cheryl Chow Court-LIHI BALLARD,98107,,2014,6,28,6,0,2004-07-01,2021-11-11,2009-04-03 to 2009-07-02,,,2753200,10557200,13310400,,,,,4311050000
1,UNKNOWN / NOT IN SALE RECORDS,10215 EVANSTON AVE N,,,,,,28,5,0,2004-08-31,2025-02-24,2019-02-14 to 2019-05-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,801 SPRING ST,,,,,,28,5,0,2011-08-10,2025-04-04,2025-01-05 to 2025-04-05,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2302 4TH AVE,FRANKLIN APTS,98121,,,,28,4,0,2004-04-05,2024-03-07,2006-05-23 to 2006-08-21,SUSPICIOUS_IMPR_VALUE_1000,,6408200,1000,6409200,,,,,696000140
1,UNKNOWN / NOT IN SALE RECORDS,2801 WESTERN AVE,Olympus Apts,98121,,,,28,4,0,2004-12-15,2025-11-03,2024-02-09 to 2024-05-09,,,39936000,118299000,158235000,,,,,653000480
1,UNKNOWN / NOT IN SALE RECORDS,2121 26TH AVE S,CENTER PARK APTS,98144,150,1969,7,28,4,0,2016-08-22,2025-06-17,2023-07-10 to 2023-10-08,,,17549400,12108600,29658000,,,,,1498303190
1,UNKNOWN / NOT IN SALE RECORDS,1700 17TH AVE,OLIVE RIDGE-SHA,98122,107,1969,7,28,3,0,2004-04-22,2025-06-04,2023-02-27 to 2023-05-28,,,8640000,18300000,26940000,,,,,7234601120
1,UNKNOWN / NOT IN SALE RECORDS,2721 4TH AVE,THE VERMONT INN,98121,,,,28,3,0,2006-10-10,2025-09-09,2006-10-10 to 2007-01-08,,,8268000,19365300,27633300,,,,,656000360
1,UNKNOWN / NOT IN SALE RECORDS,2215 1ST AVE,BELL TOWER APARTMENTS (SHA),98121,120,1970,16,28,3,0,2008-10-23,2025-08-14,2018-07-02 to 2018-09-30,,,8058600,18989400,27048000,,,,,1977200590
1,UNKNOWN / NOT IN SALE RECORDS,12040 AURORA AVE N,,,,,,27,14,0,2023-08-04,2025-09-09,2025-05-14 to 2025-08-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6601 ROOSEVELT WAY NE,,,,,,27,13,0,2022-07-21,2025-04-08,2023-09-29 to 2023-12-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1516 MELROSE AVE,,,,,,27,11,0,2021-06-01,2025-08-12,2025-04-07 to 2025-07-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,800 28TH AVE S,,,,,,27,8,0,2007-12-24,2024-05-09,2023-08-03 to 2023-11-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,330 NW 85TH ST,,,,,,27,8,0,2014-02-18,2024-04-16,2024-02-06 to 2024-05-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1408 30TH AVE,,,,,,27,8,0,2014-10-07,2020-01-21,2019-07-17 to 2019-10-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2400 ELLIOTT AVE,Griffis Belltown Apartments,98121,,,,27,7,0,2012-02-21,2025-05-28,2018-09-05 to 2018-12-04,,,17407600,20205400,37613000,,,,,653000026
1,UNKNOWN / NOT IN SALE RECORDS,1821 N 57TH ST,,,,,,27,7,0,2017-06-02,2024-04-26,2021-03-23 to 2021-06-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1032 S JACKSON ST,,,,,,27,6,0,2004-11-23,2025-08-01,2025-04-28 to 2025-07-27,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,708 NE 42ND ST,,,,,,27,5,0,2005-10-14,2025-03-12,2020-06-17 to 2020-09-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2614 4TH AVE,BAYVIEW TOWER-SHA,98121,,,,27,5,0,2008-12-12,2025-10-16,2025-03-21 to 2025-06-19,,,8424000,19014000,27438000,,,,,696000305
1,UNKNOWN / NOT IN SALE RECORDS,910 MARION ST,CHANCERY PLACE APTS,98104,,1982,15,27,5,0,2009-09-02,2025-05-27,2023-10-16 to 2024-01-14,,,8285700,14015300,22301000,,,,,1510600000
1,UNKNOWN / NOT IN SALE RECORDS,6940 62ND AVE NE,Santo's Place,98115,,,,27,5,0,2013-01-03,2025-07-24,2024-12-16 to 2025-03-16,,,475800,1000,476800,,,,,225049066
1,UNKNOWN / NOT IN SALE RECORDS,1526 NW 53RD ST,,98107,,,,27,5,0,2013-09-27,2025-03-14,2018-03-05 to 2018-06-03,SUSPICIOUS_IMPR_VALUE_1000,,1646000,1000,1647000,,,,,2767701425
1,UNKNOWN / NOT IN SALE RECORDS,2510 WESTERN AVE,ELLIS COURT,98121,,,,27,5,0,2016-04-28,2025-10-31,2023-07-16 to 2023-10-14,,,8910000,6745000,15655000,,,,,653000130
1,UNKNOWN / NOT IN SALE RECORDS,9230 2ND AVE SW,,,,,,27,3,0,2012-06-05,2025-03-20,2019-12-16 to 2020-03-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8855 29TH AVE SW,8855 29TH AVE SW,98126,,,,26,22,0,2004-12-17,2022-10-31,2022-07-29 to 2022-10-27,EXTREME_VOLUME,,143900,723100,867000,,,,,2286050000
1,UNKNOWN / NOT IN SALE RECORDS,205 NE 94TH ST,,,,,,26,15,0,2023-01-17,2025-10-20,2024-03-12 to 2024-06-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1819 23RD AVE,SUMMIT AT MADISON PARK CONDOMINIUM,98122,,2004,1,26,12,0,2012-10-31,2025-07-07,2024-01-22 to 2024-04-21,,,16427900,20601300,37029200,,,,,8080930000
1,UNKNOWN / NOT IN SALE RECORDS,4732 BROOKLYN AVE NE,HERE STUDENT HOUSING AND SAFEWAY,98105,,2021,7,26,7,0,2021-02-27,2025-10-25,2022-11-18 to 2023-02-16,,,3983600,4731500,8715100,,,,,2607940000
1,UNKNOWN / NOT IN SALE RECORDS,1621 N 39TH ST,,98103,,,,26,6,0,2005-07-29,2025-06-20,2021-06-07 to 2021-09-05,,,492000,266000,758000,,,,,495500315
1,UNKNOWN / NOT IN SALE RECORDS,3010 1ST AVE,Encore Apartments-(50% AMI),98121,,,,26,6,0,2018-02-08,2025-05-02,2023-08-03 to 2023-11-01,,,3023800,11493200,14517000,,,,,695000205
1,UNKNOWN / NOT IN SALE RECORDS,2473 AURORA AVE N,,,,,,26,5,0,2009-04-02,2024-07-10,2021-07-20 to 2021-10-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7070 EAST MARGINAL WAY S,,,,,,26,5,0,2012-02-08,2025-09-19,2022-09-20 to 2022-12-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1915 WARREN AVE N,,98109,,,,26,4,0,2004-04-28,2023-10-19,2004-04-28 to 2004-07-27,SUSPICIOUS_IMPR_VALUE_1000,,1030000,1000,1031000,,,,,809001780
1,UNKNOWN / NOT IN SALE RECORDS,2519 1ST AVE,First and Vine-Bellwether Housing,98121,,,,26,4,0,2007-06-12,2025-08-06,2024-03-22 to 2024-06-20,,,398300,607900,1006200,,,,,653000150
1,UNKNOWN / NOT IN SALE RECORDS,2701 3RD AVE W,The Parker-Bellwether,98119,,,,26,4,0,2017-10-25,2025-07-25,2020-01-17 to 2020-04-16,,,5716000,7827000,13543000,,,,,976000335
1,UNKNOWN / NOT IN SALE RECORDS,2870 S HANFORD ST,Gardner House (by Mercy Housing)/ Allen Family Cen,98144,,2019,8,26,4,0,2020-05-28,2025-10-09,2020-09-10 to 2020-12-09,,,2242000,26926700,29168700,,,,,5699600000
1,UNKNOWN / NOT IN SALE RECORDS,2217 3RD AVE,EMMONS ON 3RD,98121,,,,26,3,0,2004-03-16,2025-04-23,2004-08-02 to 2004-10-31,,,4134000,4691000,8825000,,,,,694000055
1,UNKNOWN / NOT IN SALE RECORDS,838 28TH AVE S,,,,,,26,3,0,2004-04-30,2016-05-31,2009-04-28 to 2009-07-27,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,948 N 77TH ST,,,,,,26,3,0,2006-02-09,2018-03-13,2017-01-30 to 2017-04-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4101 UNIVERSITY WAY NE,,,,,,25,23,0,2020-10-16,2025-09-25,2025-07-10 to 2025-10-08,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,820 JOHN ST,,,,,,25,20,0,2016-08-30,2025-09-08,2025-08-17 to 2025-11-15,NO_PARCEL_RECORD | EXTREME_VOLUME,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,130 BOREN AVE N,,,,,,25,12,0,2022-10-03,2025-09-29,2023-02-14 to 2023-05-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2234 2ND AVE,,,,,,25,9,0,2010-04-15,2025-05-16,2024-01-11 to 2024-04-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,817 A 13TH AVE,,,,,,25,9,0,2017-10-04,2025-10-02,2023-02-10 to 2023-05-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6512 35TH AVE SW,WEST SEATTLE COMM. RESOURCE CENTER/FOOD BANK,98126,,2007,4,25,8,0,2008-03-19,2025-04-11,2024-03-14 to 2024-06-12,,,746600,2489200,3235800,,,,,9271000000
1,UNKNOWN / NOT IN SALE RECORDS,125 15TH AVE,,98122,,,,25,8,0,2019-09-03,2024-06-26,2024-01-17 to 2024-04-16,,,1139000,,1139000,,,,,7600124
1,UNKNOWN / NOT IN SALE RECORDS,11300 3RD AVE NE,The Court at Northgate,98125,,1978,3,25,7,0,2005-10-21,2025-06-06,2019-12-18 to 2020-03-17,,,19461300,13281700,32743000,,,,,8565100000
1,UNKNOWN / NOT IN SALE RECORDS,8517 AURORA AVE N,,,,,,25,6,0,2008-01-28,2025-10-22,2025-08-13 to 2025-11-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6526 15TH AVE NE,,,,,,25,5,0,2007-02-13,2018-03-19,2012-10-01 to 2012-12-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3016 E HOWELL ST,,,,,,25,5,0,2010-06-11,2024-07-03,2011-10-24 to 2012-01-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1037 S CLOVERDALE ST,,,,,,25,4,0,2007-04-17,2019-06-13,2016-11-09 to 2017-02-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5247 UNIVERSITY WAY NE,,,,,,25,4,0,2011-02-09,2024-12-03,2018-08-21 to 2018-11-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5947 M L KING JR WAY S,,,,,,25,4,0,2019-10-07,2024-12-05,2020-03-26 to 2020-06-24,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7711 15TH AVE NW,,,,,,25,3,0,2019-03-05,2025-10-14,2020-08-16 to 2020-11-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,827 NE 98TH ST,827 NE 98TH ST,98115,,,,24,13,0,2022-05-27,2024-05-03,2023-09-27 to 2023-12-26,,,177600,538400,716000,,,,,2286200000
1,UNKNOWN / NOT IN SALE RECORDS,5948 28TH AVE S,,98108,,,,24,10,0,2009-05-14,2019-05-14,2017-12-08 to 2018-03-08,,,316000,582000,898000,,,,,829000030
1,UNKNOWN / NOT IN SALE RECORDS,931 11TH AVE E,HIGHLAND(0005) CONDOMINIUM,98102,,1924,4,24,8,0,2017-10-03,2025-01-29,2023-07-01 to 2023-09-29,,,3800400,993600,4794000,,,,,3295200000
1,UNKNOWN / NOT IN SALE RECORDS,2909 13TH AVE S,2909 13TH AVENUE SOUTH,98144,,,,24,8,0,2022-05-06,2023-11-05,2023-03-06 to 2023-06-04,,,88600,543400,632000,,,,,8729970000
1,UNKNOWN / NOT IN SALE RECORDS,9218 18TH AVE SW,,,,,,24,7,0,2010-04-12,2025-09-23,2025-07-07 to 2025-10-05,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1717 NE 145TH ST,,,,,,24,5,0,2003-12-23,2019-05-15,2007-01-23 to 2007-04-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,420 WALL ST,DEVONSHIRE APTS-CRH,98121,,,,24,5,0,2007-10-15,2024-12-05,2023-08-18 to 2023-11-16,,,12699500,19963800,32663300,,,,,696000290
1,UNKNOWN / NOT IN SALE RECORDS,610 HARVARD AVE E,HARVARD COURT,98102,81,1968,8,24,5,0,2012-09-12,2025-09-18,2025-04-11 to 2025-07-10,,,9352300,7156700,16509000,,,,,6850700230
1,UNKNOWN / NOT IN SALE RECORDS,1257 S CLOVERDALE ST,,,,,,24,5,0,2013-03-07,2016-08-04,2013-08-07 to 2013-11-05,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2305 1ST AVE,,,,,,24,5,0,2017-09-29,2025-11-07,2024-03-22 to 2024-06-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1106 PIKE ST,,,,,,24,5,0,2019-05-06,2025-08-01,2025-01-28 to 2025-04-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1235 S CLOVERDALE ST,,,,,,24,4,0,2004-02-05,2024-09-17,2022-02-14 to 2022-05-15,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2540 34TH AVE S,,98144,,,,24,4,0,2004-08-20,2025-06-09,2023-12-10 to 2024-03-09,,,934000,283000,1217000,,,,,5700001905
1,UNKNOWN / NOT IN SALE RECORDS,819 VIRGINIA ST,COSMOPOLITAN,98101,,2007,1,24,4,0,2005-10-14,2025-05-27,2018-07-09 to 2018-10-07,,,100300,591700,692000,,,,,1766000000
1,UNKNOWN / NOT IN SALE RECORDS,1741 26TH AVE S,,,,,,24,4,0,2014-01-14,2024-07-10,2023-11-28 to 2024-02-26,NO_PARCEL_RECORD | NAMED_INSPECTOR,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9150 RAINIER AVE S,,,,,,24,4,0,2014-01-17,2024-08-27,2019-11-08 to 2020-02-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,550 BROADWAY,,,,,,24,4,0,2016-05-03,2025-09-18,2019-03-06 to 2019-06-04,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2609 E JOHN ST,2609 E JOHN,98112,,,,24,3,0,2004-08-12,2017-09-28,2006-01-04 to 2006-04-04,,,408500,577500,986000,,,,,8728530000
1,UNKNOWN / NOT IN SALE RECORDS,2312 3RD AVE,MODA APTS,98121,,,,24,3,0,2005-08-04,2025-09-07,2005-12-07 to 2006-03-07,,,16536000,55456000,71992000,,,,,656000550
1,UNKNOWN / NOT IN SALE RECORDS,210 WALL ST,AVALON BELLTOWN TOWERS,98121,,,,24,3,0,2008-11-19,2025-03-04,2020-07-24 to 2020-10-22,,,23707500,126440500,150148000,,,,,656000141
1,UNKNOWN / NOT IN SALE RECORDS,109 22ND AVE,,,,,,24,3,0,2012-06-12,2024-06-10,2015-07-30 to 2015-10-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1234 E FIR ST,,,,,,23,11,0,2009-07-13,2025-05-09,2024-10-01 to 2024-12-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2629 NW 54TH ST,STABBERT YACHT & SHIPYARD,98107,,,,23,10,0,2006-05-08,2023-04-11,2023-01-16 to 2023-04-16,,,5582300,567500,6149800,,,,,467000715
1,UNKNOWN / NOT IN SALE RECORDS,2820 NE 127TH ST,,,,,,23,10,0,2019-02-27,2025-10-30,2025-05-01 to 2025-07-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,900 28TH AVE S,,98144,,,,23,9,0,2004-06-02,2025-08-20,2025-06-24 to 2025-09-22,,,315000,,315000,,,,,3274800006
1,UNKNOWN / NOT IN SALE RECORDS,714 N 95TH ST,CUBIX 95,98103,,,,23,8,0,2014-09-10,2025-01-23,2017-05-30 to 2017-08-28,,,1215000,,1215000,,,,,263000324
1,UNKNOWN / NOT IN SALE RECORDS,1230 E FIR ST,,,,,,23,8,0,2017-04-13,2025-04-23,2024-11-05 to 2025-02-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,520 12TH AVE E,,,,,,23,7,0,2019-07-11,2025-04-12,2023-07-06 to 2023-10-04,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,500 WALL ST,SKYE AT BELLTOWN formerly Archstone Belltown/Grosv,98121,,,,23,6,0,2004-12-17,2025-11-02,2025-08-26 to 2025-11-24,,,36192000,66508000,102700000,,,,,697000025
1,UNKNOWN / NOT IN SALE RECORDS,818 NE 42ND ST,,,,,,23,6,0,2008-11-18,2025-08-28,2023-02-27 to 2023-05-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,306 6TH AVE S,NP HOTEL CONDOMINIUM,98104,,1914,6,23,5,0,2012-01-11,2025-06-23,2019-08-08 to 2019-11-06,,,378300,1143900,1522200,,,,,6208600000
1,UNKNOWN / NOT IN SALE RECORDS,701 S CLOVERDALE ST,,,,,,23,4,0,2003-11-14,2018-01-24,2003-11-14 to 2004-02-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2822 BOYER AVE E,DNR LEASE 20 013538 (BOYER ON THE BAY),98102,,,,23,4,0,2005-02-22,2024-08-02,2005-02-22 to 2005-05-23,,,1417500,,1417500,,,,,4088800526
1,UNKNOWN / NOT IN SALE RECORDS,4730 21ST AVE NE,Ivy Ridge,98105,,,,23,4,0,2007-02-09,2025-05-21,2021-08-11 to 2021-11-09,,,21331800,16029200,37361000,,,,,925049079
1,UNKNOWN / NOT IN SALE RECORDS,1942 WESTLAKE AVE,Metropolitan Tower,98101,,,,23,4,0,2008-08-27,2025-07-16,2023-02-15 to 2023-05-16,,,38688000,153700000,192388000,,,,,659000610
1,UNKNOWN / NOT IN SALE RECORDS,1011 BELMONT AVE E,4 PLEX,98102,,,,23,4,0,2011-05-11,2025-04-09,2011-05-11 to 2011-08-09,,,777000,461000,1238000,,,,,676000105
1,UNKNOWN / NOT IN SALE RECORDS,62 CEDAR ST,Joseph Arnold Lofts - Associated Parcel is Minor 0,98121,,,,23,4,0,2014-08-21,2025-11-05,2019-09-27 to 2019-12-26,,,4779000,50123000,54902000,,,,,653000395
1,UNKNOWN / NOT IN SALE RECORDS,1401 BROADWAY,HARVARD MARKET CONDOMINIUM,98122,,1996,3,23,4,0,2015-04-14,2025-06-03,2023-09-21 to 2023-12-20,,,974000,630000,1604000,,,,,3148650000
1,UNKNOWN / NOT IN SALE RECORDS,206 BELL ST,206 Bell,98121,,,,23,4,0,2017-07-20,2025-09-17,2023-06-30 to 2023-09-28,,,7695600,38227400,45923000,,,,,656000220
1,UNKNOWN / NOT IN SALE RECORDS,1626 S LANE ST,,,,,,23,3,0,2005-10-05,2019-12-11,2015-03-16 to 2015-06-14,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9240 2ND AVE SW,,,,,,23,3,0,2011-12-27,2025-07-14,2021-07-01 to 2021-09-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,817 13TH AVE,,,,,,23,3,0,2013-02-07,2024-10-30,2013-02-07 to 2013-05-08,NO_PARCEL_RECORD | NAMED_INSPECTOR,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1017 E REPUBLICAN ST,,,,,,22,13,0,2007-04-05,2025-09-15,2025-07-07 to 2025-10-05,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3617 WOODLAND PARK AVE N,,,,,,22,12,0,2008-02-04,2023-12-12,2022-03-02 to 2022-05-31,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,900 LENORA ST,,,,,,22,8,0,2008-02-20,2025-09-18,2024-04-26 to 2024-07-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1114 AURORA AVE N,,,,,,22,8,0,2009-07-06,2025-03-25,2022-05-05 to 2022-08-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7531 S TAFT ST,,,,,,22,7,0,2015-07-20,2025-05-16,2021-09-14 to 2021-12-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6615 ROOSEVELT WAY NE,,,,,,22,7,0,2018-01-12,2024-08-20,2023-09-05 to 2023-12-04,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2210 NE 135TH ST,,98125,,,,22,7,0,2022-04-29,2025-10-29,2024-09-06 to 2024-12-05,,,508000,122000,630000,,,,,6381501890
