LANDLORD_RANK,OWNER,ADDRESS,BUILDING_NAME,ZIP,APT_UNITS,APT_YR_BUILT,APT_STORIES,TOTAL_COMPLAINTS,COMPLAINTS_90D,OPEN_UNRESOLVED,FIRST_COMPLAINT,LAST_COMPLAINT,WORST_90D_WINDOW,FLAGS,KNOWN_CASE,LAND_VALUE,IMPROVEMENT_VALUE,TOTAL_ASSESSED_VALUE,LAST_SALE_DATE,LAST_SALE_PRICE,PREVIOUS_OWNER,SALE_HISTORY,PIN
1,UNKNOWN / NOT IN SALE RECORDS,1800 NE 65TH ST,1800 NE 65TH ST CONDOMINIUM,98115,,,,12,3,0,2006-03-30,2023-02-16,2012-05-24 to 2012-08-22,,,161400,588600,750000,,,,,2285310000
1,UNKNOWN / NOT IN SALE RECORDS,6031 38TH AVE SW,,98126,,,,12,3,0,2006-04-04,2016-10-10,2006-04-04 to 2006-07-03,,,612000,578000,1190000,,,,,66000280
1,UNKNOWN / NOT IN SALE RECORDS,1422 S FOREST ST,,98144,,,,12,3,0,2006-06-09,2019-07-27,2019-06-21 to 2019-09-19,,,365000,292000,657000,,,,,3086002590
1,UNKNOWN / NOT IN SALE RECORDS,301 NE NORTHGATE WAY,,,,,,12,3,0,2006-12-04,2021-02-09,2011-06-28 to 2011-09-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2623 NE UNIVERSITY VILLAGE ST,,,,,,12,3,0,2007-02-08,2019-10-09,2012-07-12 to 2012-10-10,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4112 DELRIDGE WAY SW,,,,,,12,3,0,2007-07-16,2020-07-22,2019-05-21 to 2019-08-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,901 BOREN AVE,CABRINI MEDICAL TOWER,98104,,1973,19,12,3,0,2007-12-14,2021-04-29,2007-12-14 to 2008-03-13,,,17664000,24130000,41794000,,,,,8590901010
1,UNKNOWN / NOT IN SALE RECORDS,2306 HALLECK AVE SW,,98116,,,,12,3,0,2008-04-02,2019-09-27,2013-02-15 to 2013-05-16,,,1154000,741000,1895000,,,,,913000310
1,UNKNOWN / NOT IN SALE RECORDS,1751 VALENTINE PL S,,,,,,12,3,0,2009-04-03,2025-04-16,2023-05-10 to 2023-08-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8332 BEACON AVE S,,98118,,,,12,3,0,2010-06-17,2023-06-12,2012-07-16 to 2012-10-14,,,419000,325000,744000,,,,,7400107
1,UNKNOWN / NOT IN SALE RECORDS,1215 DEXTER AVE N,Dexter Lake Union (main),98109,,,,12,3,0,2010-08-10,2025-02-07,2022-05-25 to 2022-08-23,,,7338200,50286600,57624800,,,,,53000005
1,UNKNOWN / NOT IN SALE RECORDS,6860 EAST GREEN LAKE WAY N,,,,,,12,3,0,2010-08-19,2025-09-04,2024-03-11 to 2024-06-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,528 N 76TH ST,,98103,,,,12,3,0,2011-01-04,2024-07-09,2019-03-19 to 2019-06-17,,,717000,274000,991000,,,,,3362900570
1,UNKNOWN / NOT IN SALE RECORDS,3730 SW 99TH ST,,98126,,,,12,3,0,2011-06-03,2023-03-23,2011-06-03 to 2011-09-01,,,402000,472000,874000,,,,,37000105
1,UNKNOWN / NOT IN SALE RECORDS,2027 20TH AVE S,,,,,,12,3,0,2012-02-13,2024-07-23,2015-04-23 to 2015-07-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4540 42ND AVE SW,,,,,,12,3,0,2013-05-09,2025-06-02,2025-05-22 to 2025-08-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7700 M L KING JR WAY S,,,,,,12,3,0,2013-06-20,2020-09-18,2015-02-11 to 2015-05-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2720 4TH AVE,Verve,98121,,,,12,3,0,2014-10-22,2025-08-20,2024-01-12 to 2024-04-11,,,9141600,52180400,61322000,,,,,696000355
1,UNKNOWN / NOT IN SALE RECORDS,6820 33RD PL NW,,98117,,,,12,3,0,2015-05-22,2024-06-20,2023-10-04 to 2024-01-02,SUSPICIOUS_IMPR_VALUE_1000,,631000,1000,632000,,,,,486000244
1,UNKNOWN / NOT IN SALE RECORDS,3436 13TH AVE W,,,,,,12,3,0,2015-06-16,2022-09-03,2017-05-01 to 2017-07-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3646 13TH AVE W,,,,,,12,3,0,2016-03-08,2024-10-28,2017-05-01 to 2017-07-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1420 BOREN AVE,EMBASSY APARTMENTS,98101,,,,12,3,0,2016-03-22,2024-04-25,2022-11-11 to 2023-02-09,,,2880000,3194000,6074000,,,,,660001855
1,UNKNOWN / NOT IN SALE RECORDS,1025 S CLOVERDALE ST,,,,,,12,3,0,2016-12-22,2021-02-10,2019-08-15 to 2019-11-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8543 MIDVALE AVE N,20 UNITS,98103,,,,12,3,0,2016-01-11,2025-10-02,2018-04-26 to 2018-07-25,,,1050600,4014400,5065000,,,,,993001580
1,UNKNOWN / NOT IN SALE RECORDS,1119 1ST AVE,COLONIAL/GRAND PACIFIC CONDOMINIUM,98101,,1902,6,12,3,0,2018-01-22,2023-01-17,2018-01-22 to 2018-04-22,SUSPICIOUS_IMPR_VALUE_1000,,734500,1000,735500,,,,,1697500000
1,UNKNOWN / NOT IN SALE RECORDS,601 FEDERAL AVE E,,,,,,12,3,0,2019-08-09,2024-07-27,2020-07-22 to 2020-10-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,222 10TH AVE E,,,,,,12,3,0,2021-05-10,2024-09-16,2022-01-13 to 2022-04-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,14023 1ST AVE NW,,,,,,11,10,0,2025-04-24,2025-08-06,2025-05-08 to 2025-08-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1938 11TH AVE W,,,,,,11,9,0,2006-04-12,2022-08-10,2022-05-31 to 2022-08-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1806 19TH AVE S,,,,,,11,9,0,2019-12-23,2020-07-14,2019-12-23 to 2020-03-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,13202 BITTER PL N,,98133,,,,11,8,0,2025-05-01,2025-08-04,2025-06-17 to 2025-09-15,,,299600,70800,370400,,,,,832000170
1,UNKNOWN / NOT IN SALE RECORDS,9750 GREENWOOD AVE N,GREENWOOD PLAZA,98103,,1992,4,11,7,0,2007-04-02,2023-06-07,2022-07-09 to 2022-10-07,,,,9000,9000,,,,,2923000000
1,UNKNOWN / NOT IN SALE RECORDS,13033 3RD AVE NW,,98177,,,,11,7,0,2016-12-22,2025-07-17,2025-05-18 to 2025-08-16,,,595000,151000,746000,,,,,923000344
1,UNKNOWN / NOT IN SALE RECORDS,1120 E SPRUCE ST,,,,,,11,7,0,2019-10-11,2024-12-05,2024-08-30 to 2024-11-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7343 M L KING JR WAY S,,,,,,11,7,0,2021-10-26,2022-11-14,2022-09-12 to 2022-12-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1412 N 47TH ST,,,,,,11,7,0,2024-08-22,2025-09-03,2025-05-05 to 2025-08-03,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,10400 LAKE CITY WAY NE,,,,,,11,6,0,2003-12-02,2025-05-15,2025-02-20 to 2025-05-21,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3045 20TH AVE W,ARAVITA CONDOMINIUM,98199,,,,11,6,0,2005-10-19,2023-08-18,2006-04-04 to 2006-07-03,,,50800,204200,255000,,,,,253210000
1,UNKNOWN / NOT IN SALE RECORDS,3317 NE 135TH ST,,,,,,11,6,0,2007-03-21,2009-02-02,2007-03-21 to 2007-06-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4028 COURTLAND PL S,,,,,,11,6,0,2010-06-25,2025-08-14,2010-06-25 to 2010-09-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4308 SW FRONTENAC ST,,,,,,11,6,0,2012-12-05,2024-07-03,2017-02-17 to 2017-05-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8511 19TH AVE NW,,,,,,11,6,0,2016-04-05,2024-07-01,2022-03-20 to 2022-06-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,731 16TH AVE,,,,,,11,6,0,2016-09-08,2020-03-25,2019-05-02 to 2019-07-31,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4730 S LUCILE ST,,,,,,11,6,0,2018-06-28,2023-05-16,2023-03-13 to 2023-06-11,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1711 20TH AVE,,,,,,11,6,0,2019-05-14,2021-02-05,2019-05-14 to 2019-08-12,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,668 S LANE ST,ASIA CONDOMINIUM,98104,,,,11,6,0,2020-12-07,2024-12-30,2023-07-25 to 2023-10-23,,,72300,227700,300000,,,,,86000000
1,UNKNOWN / NOT IN SALE RECORDS,326 NW 85TH ST,,,,,,11,6,0,2023-07-11,2024-04-25,2023-12-02 to 2024-03-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,917 NE 63RD ST,,,,,,11,6,0,2023-10-27,2025-10-03,2024-05-10 to 2024-08-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2510 6TH AVE,,,,,,11,6,0,2023-11-03,2025-07-31,2025-01-13 to 2025-04-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3123 FAIRVIEW AVE E,SLATER'S LANDING,98102,,1977,2,11,5,0,2003-11-12,2017-10-26,2017-10-09 to 2018-01-07,SUSPICIOUS_IMPR_VALUE_1000,,1498700,1000,1499700,,,,,7815000000
1,UNKNOWN / NOT IN SALE RECORDS,3935 S AMERICUS ST,,98118,,,,11,5,0,2005-02-09,2023-08-02,2022-02-25 to 2022-05-26,,,545000,282000,827000,,,,,1702900180
1,UNKNOWN / NOT IN SALE RECORDS,1013 8TH AVE,,,,,,11,5,0,2006-10-23,2025-09-26,2025-04-07 to 2025-07-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9635 50TH AVE S,,98118,,,,11,5,0,2007-09-27,2020-08-13,2014-03-06 to 2014-06-04,,,455000,496000,951000,,,,,323049108
1,UNKNOWN / NOT IN SALE RECORDS,9033 3RD AVE S,,98108,,,,11,5,0,2009-03-09,2024-07-09,2011-01-18 to 2011-04-18,,,367000,414000,781000,,,,,13001553
1,UNKNOWN / NOT IN SALE RECORDS,2350 NE 90TH ST,2350 NE 90TH ST CONDOMINIUM,98115,,,,11,5,0,2009-08-28,2022-09-25,2022-09-25 to 2022-12-24,,,190800,520200,711000,,,,,8727010000
1,UNKNOWN / NOT IN SALE RECORDS,4135 19TH AVE SW,,98106,,,,11,5,0,2011-05-27,2024-08-01,2012-01-23 to 2012-04-22,,,361000,155000,516000,,,,,3157600415
1,UNKNOWN / NOT IN SALE RECORDS,833 14TH AVE,,,,,,11,5,0,2011-07-25,2022-03-23,2020-01-29 to 2020-04-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,115 27TH AVE E,,,,,,11,5,0,2013-04-17,2019-11-08,2019-08-01 to 2019-10-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9316 26TH PL NW,,98117,,,,11,5,0,2013-07-10,2020-09-09,2017-08-16 to 2017-11-14,,,629000,239000,868000,,,,,8730600015
1,UNKNOWN / NOT IN SALE RECORDS,4105 STONE WAY N,MIXED USE,98103,,,,11,5,0,2013-12-10,2024-01-08,2023-11-02 to 2024-01-31,,,1079400,905600,1985000,,,,,72000075
1,UNKNOWN / NOT IN SALE RECORDS,8322 16TH AVE NW,,,,,,11,5,0,2016-11-03,2024-02-19,2023-08-18 to 2023-11-16,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,553 S SULLIVAN ST,,,,,,11,5,0,2017-05-19,2023-12-05,2020-05-20 to 2020-08-18,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2005 S STEVENS ST,2005 S STEVENS ST CONDOMINIUM,98144,,,,11,5,0,2019-07-16,2020-10-27,2020-06-16 to 2020-09-14,,,115600,365400,481000,,,,,8277030000
1,UNKNOWN / NOT IN SALE RECORDS,6045 1ST AVE NW,,,,,,11,5,0,2021-05-11,2022-03-03,2021-08-22 to 2021-11-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1400 E PINE ST,,,,,,11,4,0,2003-11-10,2006-05-16,2003-11-10 to 2004-02-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,1408 14TH AVE,,,,,,11,4,0,2004-05-10,2008-05-06,2004-05-10 to 2004-08-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4340 32ND AVE W,,,,,,11,4,0,2004-05-17,2016-11-15,2013-07-30 to 2013-10-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,7115 S 115TH ST,,,,,,11,4,0,2004-06-01,2024-10-10,2006-12-13 to 2007-03-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9419 17TH AVE SW,,,,,,11,4,0,2004-07-14,2017-10-13,2009-06-22 to 2009-09-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8501 STONE AVE N,townhouse,98103,,,,11,4,0,2004-02-10,2025-02-12,2019-01-23 to 2019-04-23,,,176000,341000,517000,,,,,993002109
1,UNKNOWN / NOT IN SALE RECORDS,2820 NE 75TH ST,,98115,,,,11,4,0,2005-09-06,2024-07-29,2018-08-30 to 2018-11-28,,,742000,231000,973000,,,,,425049082
1,UNKNOWN / NOT IN SALE RECORDS,6415 8TH AVE NW,RESTAURANT/DELI MARKET,98107,,,,11,4,0,2005-09-28,2021-01-05,2006-03-09 to 2006-06-07,SUSPICIOUS_IMPR_VALUE_1000,,2410100,1000,2411100,,,,,452001225
1,UNKNOWN / NOT IN SALE RECORDS,5104 SW ADMIRAL WAY,,,,,,11,4,0,2005-12-13,2017-07-24,2005-12-13 to 2006-03-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,812 NE 67TH ST,,,,,,11,4,0,2006-02-16,2010-10-22,2009-04-17 to 2009-07-16,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3924 M L KING JR WAY S,,,,,,11,4,0,2006-08-21,2022-01-28,2006-08-21 to 2006-11-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3207 POINT PL SW,,98116,,,,11,4,0,2006-09-13,2017-10-18,2012-09-10 to 2012-12-09,,,1373000,814000,2187000,,,,,148000875
1,UNKNOWN / NOT IN SALE RECORDS,4018 M L KING JR WAY S,,,,,,11,4,0,2006-11-09,2025-01-14,2011-08-01 to 2011-10-30,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,840 NE 125TH ST,FORTE' CONDOMINIUM,98125,,1988,1,11,4,0,2007-06-01,2020-02-25,2007-06-01 to 2007-08-30,,,19500,159200,178700,,,,,2607980000
1,UNKNOWN / NOT IN SALE RECORDS,1330 N 90TH ST,ROBERT EAGLE STAFF MIDDLE SCHOOL (WILSON PACIFIC M,98103,,2016,3,11,4,0,2008-03-07,2019-06-19,2015-05-28 to 2015-08-26,,,50710400,39595800,90306200,,,,,3126049064
1,UNKNOWN / NOT IN SALE RECORDS,6357 40TH AVE SW,,98136,,,,11,4,0,2008-03-27,2022-08-08,2018-03-29 to 2018-06-27,SUSPICIOUS_IMPR_VALUE_1000,,610000,1000,611000,,,,,826000370
1,UNKNOWN / NOT IN SALE RECORDS,2207 FAIRVIEW AVE E,DNR LEASE 20-012557 (FLO VILLA CO-OP),98102,,,,11,4,0,2009-05-20,2018-08-21,2015-07-17 to 2015-10-15,,,7715000,,7715000,,,,,4088802317
1,UNKNOWN / NOT IN SALE RECORDS,4434 33RD AVE S,4434 33rd Ave S Condominium,98118,,,,11,4,0,2009-07-14,2023-05-10,2020-08-04 to 2020-11-02,,,120400,721600,842000,,,,,2603500000
1,UNKNOWN / NOT IN SALE RECORDS,11 E ALLISON ST,ALLISON MARINA,98102,,,,11,4,0,2009-10-02,2023-01-04,2017-08-08 to 2017-11-06,,,44600,330400,375000,,,,,186500000
1,UNKNOWN / NOT IN SALE RECORDS,163 BLAINE ST,,98109,,,,11,4,0,2010-09-08,2024-06-13,2010-09-08 to 2010-12-07,,,864000,2039000,2903000,,,,,809000910
1,UNKNOWN / NOT IN SALE RECORDS,2716 ELLIOTT AVE,BELLORA CONDOMINIUM,98121,,,,11,4,0,2011-01-24,2025-07-24,2022-04-04 to 2022-07-03,,,105800,559600,665400,,,,,687800000
1,UNKNOWN / NOT IN SALE RECORDS,1136 NW 57TH ST,,,,,,11,4,0,2011-06-08,2023-07-12,2022-04-20 to 2022-07-19,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3849 WOODLAWN AVE N,,98103,,,,11,4,0,2015-08-19,2025-02-24,2024-10-22 to 2025-01-20,,,343000,502000,845000,,,,,495500379
1,UNKNOWN / NOT IN SALE RECORDS,271 S PORTLAND ST,,,,,,11,4,0,2015-11-16,2025-07-08,2023-09-14 to 2023-12-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,505 11TH AVE E,,98102,,,,11,4,0,2017-08-08,2024-06-26,2022-07-12 to 2022-10-10,,,472000,719000,1191000,,,,,6852700321
1,UNKNOWN / NOT IN SALE RECORDS,600 WALL ST,SPIRE CONDOMINIUM,98121,,,,11,4,0,2018-12-22,2020-08-23,2019-05-14 to 2019-08-12,,,39600,267500,307100,,,,,7922630000
1,UNKNOWN / NOT IN SALE RECORDS,9524 3RD AVE NE,,,,,,11,4,0,2019-01-03,2022-05-30,2021-02-12 to 2021-05-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,521 S WELLER ST,,,,,,11,4,0,2019-05-24,2025-06-24,2019-10-15 to 2020-01-13,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5039 11TH AVE NE,,,,,,11,4,0,2019-09-17,2025-03-11,2024-09-27 to 2024-12-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5727 37TH AVE S,FILIPINO COMMUNITY VILLAGE,98118,,2020,5,11,4,0,2019-11-12,2024-07-11,2023-02-23 to 2023-05-24,,,8400,34800,43200,,,,,2499950000
1,UNKNOWN / NOT IN SALE RECORDS,6011 37TH AVE SW,6011 37th Ave SW Condominium,98126,,,,11,4,0,2020-11-17,2022-06-21,2022-05-18 to 2022-08-16,,,144300,398700,543000,,,,,7803960000
1,UNKNOWN / NOT IN SALE RECORDS,1261 S KING ST,,,,,,11,4,0,2022-02-15,2024-11-20,2024-01-30 to 2024-04-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3835 WOODLAWN AVE N,,,,,,11,4,0,2022-02-18,2024-07-20,2023-06-25 to 2023-09-23,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,131 10TH AVE E,STATION HOUSE APARTMENTS-TOD #B North,98102,,2019,7,11,4,0,2022-05-25,2025-08-14,2024-08-21 to 2024-11-19,,,,2587200,2587200,,,,,7981950000
1,UNKNOWN / NOT IN SALE RECORDS,110 10TH AVE S,Hinoki-SHA - primary,98104,139,2021,7,11,4,0,2022-09-16,2025-11-05,2025-10-15 to 2026-01-13,,,2649100,30129900,32779000,,,,,9822000230
1,UNKNOWN / NOT IN SALE RECORDS,5655 31ST AVE SW,,,,,,11,4,0,2023-10-16,2025-10-09,2025-04-10 to 2025-07-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8324 MARY AVE NW,,,,,,11,4,0,2023-10-17,2025-03-10,2024-09-21 to 2024-12-20,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,3033 20TH AVE S,,,,,,11,3,0,2004-01-29,2022-04-06,2005-09-29 to 2005-12-28,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,12835 ASHWORTH AVE N,,98133,,,,11,3,0,2004-03-08,2023-09-18,2004-03-08 to 2004-06-06,,,394000,1000,395000,,,,,1926049179
1,UNKNOWN / NOT IN SALE RECORDS,1718 S ANGELINE ST,,98108,,,,11,3,0,2004-05-03,2020-03-05,2007-04-18 to 2007-07-17,,,264000,1000,265000,,,,,1800134
1,UNKNOWN / NOT IN SALE RECORDS,6004 12TH AVE S,,,,,,11,3,0,2004-06-10,2024-11-12,2004-06-10 to 2004-09-08,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,707 36TH AVE,,,,,,11,3,0,2004-12-01,2019-07-24,2004-12-01 to 2005-03-01,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6630 CARLETON AVE S,,,,,,11,3,0,2005-01-07,2015-10-16,2005-01-07 to 2005-04-07,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,745 BELLEVUE AVE E,BELLAGIO ON CAPITOL HILL CONDOMINIUM,98102,,,,11,3,0,2005-01-21,2024-08-03,2006-10-12 to 2007-01-10,,,255100,497900,753000,,,,,662430000
1,UNKNOWN / NOT IN SALE RECORDS,516 NE 103RD ST,,,,,,11,3,0,2005-03-21,2025-09-23,2019-08-19 to 2019-11-17,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2304 2ND AVE,,,,,,11,3,0,2005-07-01,2012-11-05,2012-08-24 to 2012-11-22,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,5224 19TH AVE NE,SFR - Rooming House,98105,,1909,2,11,3,0,2005-07-25,2016-11-30,2006-09-01 to 2006-11-30,,,583200,538100,1121300,,,,,8823900060
1,UNKNOWN / NOT IN SALE RECORDS,3213 HARBOR AVE SW,Verge Condominiums,98126,,2005,1,11,3,0,2006-02-02,2025-03-21,2007-02-20 to 2007-05-21,,,80700,681500,762200,,,,,8895300000
1,UNKNOWN / NOT IN SALE RECORDS,423 21ST AVE,423 21st Ave,98122,,,,11,3,0,2006-03-07,2024-02-23,2023-02-02 to 2023-05-03,SUSPICIOUS_IMPR_VALUE_1000,,864000,1000,865000,,,,,9126100640
1,UNKNOWN / NOT IN SALE RECORDS,1111 NE 80TH ST,,98115,,,,11,3,0,2006-04-14,2025-10-20,2025-02-26 to 2025-05-27,,,436000,276000,712000,,,,,2979800495
1,UNKNOWN / NOT IN SALE RECORDS,9275 57TH AVE S,,,,,,11,3,0,2006-06-20,2023-05-16,2007-01-16 to 2007-04-16,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,9624 57TH AVE S,,98118,,,,11,3,0,2006-07-27,2015-12-18,2010-07-07 to 2010-10-05,,,293000,126000,419000,,,,,223049046
1,UNKNOWN / NOT IN SALE RECORDS,2800 1ST AVE,DOWNTOWN CORNERSTONE CHURCH,98121,,,,11,3,0,2006-08-11,2025-05-31,2021-07-20 to 2021-10-18,,,9376200,1455700,10831900,,,,,654000007
1,UNKNOWN / NOT IN SALE RECORDS,1306 NE 65TH ST,,,,,,11,3,0,2007-03-23,2015-07-16,2008-07-31 to 2008-10-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,6238 STANLEY AVE S,,,,,,11,3,0,2007-05-11,2024-07-08,2007-05-11 to 2007-08-09,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8900 AURORA AVE N,OAKTREE MOTEL,98103,,,,11,3,0,2007-06-04,2025-07-01,2025-06-13 to 2025-09-11,SUSPICIOUS_IMPR_VALUE_1000,,3980600,1000,3981600,,,,,993000495
1,UNKNOWN / NOT IN SALE RECORDS,220 N 58TH ST,,98103,,,,11,3,0,2007-06-11,2025-10-04,2018-02-07 to 2018-05-08,,,774000,159000,933000,,,,,455000200
1,UNKNOWN / NOT IN SALE RECORDS,7501 56TH AVE NE,,98115,,,,11,3,0,2007-09-18,2021-07-10,2018-08-11 to 2018-11-09,,,893000,278000,1171000,,,,,330000030
1,UNKNOWN / NOT IN SALE RECORDS,8321 36TH AVE S,,,,,,11,3,0,2007-11-15,2025-09-27,2020-05-27 to 2020-08-25,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4248 LETITIA AVE S,,,,,,11,3,0,2008-02-21,2019-04-19,2018-09-30 to 2018-12-29,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4716 45TH AVE SW,4716 45TH AVE SW,98116,,,,11,3,0,2008-07-17,2024-04-17,2024-02-01 to 2024-05-01,,,272500,964500,1237000,,,,,2608150000
1,UNKNOWN / NOT IN SALE RECORDS,2505 AURORA AVE N,,,,,,11,3,0,2009-04-07,2019-10-18,2009-04-07 to 2009-07-06,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,2415 2ND AVE,,,,,,11,3,0,2009-04-29,2024-08-30,2024-08-28 to 2024-11-26,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,4900 25TH AVE NE,,,,,,11,3,0,2009-07-23,2021-10-20,2021-08-04 to 2021-11-02,NO_PARCEL_RECORD,,,,,,,,,
1,UNKNOWN / NOT IN SALE RECORDS,8825 WALLINGFORD AVE N,8825 WALLINGFORD AVE N,98103,,,,11,3,0,2009-08-18,2024-10-01,2019-09-06 to 2019-12-05,,,312600,886400,1199000,,,,,2284950000
1,UNKNOWN / NOT IN SALE RECORDS,3817 SW DAKOTA ST,,98126,,,,11,3,0,2009-08-31,2024-07-08,2024-06-07 to 2024-09-05,,,555000,550000,1105000,,,,,952003184
1,UNKNOWN / NOT IN SALE RECORDS,4159 44TH AVE SW,,98116,,,,11,3,0,2010-05-14,2020-03-18,2020-02-11 to 2020-05-11,,,578000,33000,611000,,,,,194000645
