category,rrio_status,address,district,lt_complaints,verified,unverified,unverified_pct,open,sha_flag,units,contact,reg_number
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,2609 E UNION ST,D3,6,2,4,66.7,0,,1,PARTH TUSHAR SHAH,001-0119277
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,355 15TH AVE,D3,6,4,2,33.3,0,,49,ARBOREAL MANAGEMENT,001-0149735
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1525 HARVARD AVE,D3,6,1,4,66.7,1,,90,CUE APARTMENTS,001-0118029
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1617 33RD AVE,D3,6,0,6,100.0,0,,1,SEATTLE VACATION HOME,001-0138467
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,301 30TH AVE S,D3,6,3,3,50.0,0,,4,RIDGE REALTY,001-0113339
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1633 BOYLSTON AVE,D3,6,1,4,66.7,1,,29,PEAK LIVING PROPERTY SERVICES,001-0101249
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1029 BELMONT AVE E,D3,6,0,6,100.0,0,,1,DEEPA FERNANDES PRABHU,001-0144901
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,531 BELLEVUE AVE E,D3,6,0,6,100.0,0,,29,MICHELLE JEROME,001-0101765
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,417 E UNION ST,D3,6,0,6,100.0,0,,32,SAM GOLLA-COHEN,001-0101945
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1321 MINOR AVE,D3,6,0,5,83.3,1,,72,KRISTIN LIPP,001-0137133
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,1710 S JACKSON ST,D3,6,1,4,66.7,1,,60,SQUIRE PARK PLAZA,001-0149487
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1406 E REPUBLICAN ST,D3,6,0,4,66.7,2,,35,BLANTON TURNER,001-0109066
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1736 BELMONT AVE,D3,6,0,1,16.7,5,,95,BREIER-SCHEETZ PROPERTIES,001-0100872
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,5251 16TH AVE NE,D4,6,2,4,66.7,0,,2,WILLIAM BUDIGAN,001-0104187
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,5206 22ND AVE NE,D4,6,3,2,33.3,1,,3,DAVID RUBENS,001-0107246
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,5014 15TH AVE NE,D4,6,3,3,50.0,0,,30,BRAVO STUDIOS LLC,001-0147617
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,5240 15TH AVE NE,D4,6,1,3,50.0,2,,27,JOSEPH TARANTOLA,001-0103173
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,7510 ROOSEVELT WAY NE,D4,6,4,1,16.7,1,,5,REAL PROPERTY ASSOCIATES,001-0103823
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,5226 22ND AVE NE,D4,6,1,4,66.7,1,,13,MILESTONE PROPERTIES,001-0101428
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1215 N 45TH ST,D4,6,2,3,50.0,1,,70,TASHA MCQUAY,001-0101990
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,4423 CORLISS AVE N,D4,6,2,4,66.7,0,,5,BENJAMIN CHANG,001-0106073
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1120 NE 43RD ST,D4,6,2,4,66.7,0,,40,CORNELL AND ASSOCIATES,001-0101964
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,4719 15TH AVE NE,D4,6,0,6,100.0,0,,24,JUAN ZUNIGA,001-0100836
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1205 NE 66TH ST,D4,6,0,6,100.0,0,,206,VIDA APARTMENTS,001-0139111
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,5515 15TH AVE NE,D4,6,0,5,83.3,1,,25,JET CITY PROPERTY MANAGEMENT,001-0101364
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,4516 MERIDIAN AVE N,D4,6,3,2,33.3,1,,40,BONAVISTA MANAGEMENT,001-0102429
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,4105 BROOKLYN AVE NE,D4,6,1,5,83.3,0,,40,SEA TO SKY MANAGEMENT INC,001-0102030
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,8520 20TH AVE NE,D4,6,1,4,66.7,1,,80,SEDONA APARTMENTS,001-0102869
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,4300 AURORA AVE N,D4,6,2,4,66.7,0,,59,TARA BAUMANN,001-0102856
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,4041 ROOSEVELT WAY NE,D4,6,1,4,66.7,1,,210,AUGUSTA,001-0131664
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,4555 15TH AVE NE,D4,6,0,4,66.7,2,YES,37,MILESTONE PROPERTIES,001-0100237
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,6105 ROOSEVELT WAY NE,D4,6,0,4,66.7,2,,105,KEYSTONE PROPERTIES NORTHWEST,001-0132852
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,4730 21ST AVE NE,D4,6,0,4,66.7,2,,150,SU DEVELOPMENT,001-0100798
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,3019 NE 143RD ST,D5,6,6,0,0.0,0,,11,JERICHA SHAW,001-0113648
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,900 NE 105TH ST,D5,6,0,6,100.0,0,,2,TERRY STROHSCHEIN,001-0145637
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,9527 INTERLAKE AVE N,D5,6,1,4,66.7,1,,18,GUIDE PROPERTY MANAGEMENT LLC,001-0102863
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,1810 N 103RD ST,D5,6,1,3,50.0,2,,41,206 PROPERTY MANAGEMENT,001-0102574
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,615 NW 127TH ST,D5,6,2,4,66.7,0,,1,ELINK REALTY,001-0136151
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,2020 NE 89TH ST,D5,6,1,5,83.3,0,,25,MEDAWAR & COMPANY RE SERVICES,001-0101602
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,811 N 130TH ST,D5,6,2,4,66.7,0,,21,CORNELL AND ASSOCIATES,001-0101755
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,8812 INTERLAKE AVE N,D5,6,1,5,83.3,0,,1,WINNIE CHOI,001-0118502
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,3055 NE 140TH ST,D5,6,3,3,50.0,0,,10,OPAL BLUE REAL ESTATE,001-0100708
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1038 NE 125TH ST,D5,6,0,4,66.7,2,,10,BRANDON LE,001-0103102
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,5570 CANFIELD PL N,D6,6,3,2,33.3,1,,2,VERRATERRA,001-0137647
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,8500 32ND AVE NW,D6,6,2,3,50.0,1,,10,JAMIE DELAMATER,001-0101949
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1753 NW 56TH ST,D6,6,0,5,83.3,1,,80,COMPASS HOUSING ALLIANCE NYER URNESS HOUSE,001-0105463
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,5398 RUSSELL AVE NW,D6,6,1,5,83.3,0,,301,ODIN APARTMENTS C/O EQUITY RESIDENTIAL,001-0109805
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,5450 LEARY AVE NW,D6,6,0,6,100.0,0,,3,MARIN BOGERT,001-0138533
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,6559 15TH AVE NW,D6,6,0,6,100.0,0,,104,ARRIVE BELAY,001-0100249
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,6530 24TH AVE NW,D6,6,0,6,100.0,0,,11,CORNELL & ASSOCIATES,001-0101021
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,6212 PHINNEY AVE N,D6,6,0,6,100.0,0,,8,APARTMENTS NW,001-0104578
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1501 NW 56TH ST,D6,6,0,5,83.3,1,,287,RACHELLE BUNCH,001-0100328
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2600 NW 58TH ST,D6,6,0,5,83.3,1,,17,GUIDE PROPERTY MANAGEMENT LLC,001-0104375
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2626 NW 59TH ST,D6,6,0,4,66.7,2,,4,YIN YANG,001-0114334
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,915 W LEE ST,D7,6,3,2,33.3,1,,1,PROSPECT BAY LLC,001-0154761
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,22 JOHN ST,D7,6,3,3,50.0,0,,1,IAN DUNN,001-0141567
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1901 WESTERN AVE,D7,6,0,5,83.3,1,,40,ELSIE JANSON,001-0149679
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,705 2ND AVE W,D7,6,2,2,33.3,2,,24,PEAK LIVING PROPERTY SERVICES,001-0101149
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,1317 6TH AVE N,D7,6,1,5,83.3,0,,24,CORNELL & ASSOCIATES,001-0100081
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,820 BLANCHARD ST,D7,6,0,5,83.3,1,,1,SCOTT DRIGGERS,001-0137580
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,583 BATTERY ST,D7,6,0,4,66.7,2,,2,DAVY FAN,001-0149247
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,320 CEDAR ST,D7,6,2,4,66.7,0,,61,GUDRUN SNYDER,001-0139357
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1260 REPUBLICAN ST,D7,6,1,5,83.3,0,,175,ANA SUAREZ,001-0100512
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,3016 1ST AVE,D7,6,2,2,33.3,2,,38,MACHELLE WASHINGTON,001-0147938
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,230 8TH AVE N,D7,6,3,3,50.0,0,,51,LOW INCOME HOUSING INSTITUTE,001-0100504
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,2800 WESTERN AVE,D7,6,1,5,83.3,0,,100,AVALONBAY COMMUNITIES INC.,001-0100235
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,2619 5TH AVE,D7,6,4,1,16.7,1,,30,THE EDWARDS BUILDING,001-0100296
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,2441 8TH AVE N,D7,6,1,5,83.3,0,,8,BILL LEYRER,001-0104638
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1900 1ST AVE,D7,6,2,4,66.7,0,,93,GREYSTAR,001-0134337
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1413 3RD AVE,D7,6,2,4,66.7,0,,38,RALPH NEIS,001-0105747
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,1406 WESTERN AVE,D7,6,1,4,66.7,1,,59,GAGE KNOWLSON,001-0100706
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1167 REPUBLICAN ST,D7,6,1,5,83.3,0,,65,TASHA MCQUAY,001-0101704
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1215 DEXTER AVE N,D7,6,1,3,50.0,2,,201,DEXTER LAKE UNION APARTMENTS C/O GREYSTAR PROPERTY MANAGEMENT,001-0100802
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,3010 1ST AVE,D7,6,0,4,66.7,2,,60,ENCORE BELLTOWN,001-0148347
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1287 WESTLAKE AVE N,D7,6,0,4,66.7,2,,317,DANIEL ALMOJUELA,001-0148870
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,5911 CALIFORNIA AVE SW,D1,5,2,3,60.0,0,,9,ELLIOTT PROPERTY MANAGEMENT,001-0104460
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,3236 SW AVALON WAY,D1,5,0,4,80.0,1,,26,PACIFIC CREST REAL ESTATE,001-0101866
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1784 ALKI AVE SW,D1,5,0,5,100.0,0,,2,JEANNINE CHRISTY,001-0112084
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,9010 HENDERSON PL SW,D1,5,2,2,40.0,1,,1,LAKESHORE CORPORATION,001-0134929
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,7216 CALIFORNIA AVE SW,D1,5,1,4,80.0,0,,12,VICTORIA TANGATA,001-0103530
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,4301 SW HANFORD ST,D1,5,0,4,80.0,1,,11,SJA PROPERTY MANAGEMENT,001-0148818
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,2200 ALKI AVE SW,D1,5,1,2,40.0,2,,1,SUSAN PEDERSEN,001-0139331
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,9020 20TH AVE SW,D1,5,1,3,60.0,1,,10,LAKESHORE CORPORATION,001-0135791
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,7060 LINCOLN PARK WAY SW,D1,5,2,2,40.0,1,,23,WALLS PROPERTY MANAGEMENT,001-0106586
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1207 SW CAMBRIDGE ST,D1,5,4,1,20.0,0,,1,KAZEM NOVEN,001-0122292
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,4125 SW GRAHAM ST,D1,5,1,4,80.0,0,,7,PEAK LIVING PROPERTY SERVICES,001-0104681
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,8600 25TH AVE SW,D1,5,2,3,60.0,0,,49,LING SARA,001-0103471
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,3000 60TH AVE SW,D1,5,0,5,100.0,0,,28,EVERGREEN PROPERTIES PNW,001-0100630
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,9038 9TH AVE SW,D1,5,1,4,80.0,0,YES,6,SOWL PROPERTIES LLC,001-0104383
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1501 CALIFORNIA AVE SW,D1,5,1,3,60.0,1,,30,PROPERTY MANAGER,001-0100850
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,7916 35TH AVE SW,D1,5,1,4,80.0,0,,1,BRADLEY ALSDURF,001-0143835
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,4050 DELRIDGE WAY SW,D1,5,1,4,80.0,0,,4,QUORUM REAL ESTATE,001-0106087
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1201 S CLOVERDALE ST,D1,5,2,1,20.0,2,,20,MAVEN PROPERTIES NW / SEATTLE APARTMENT MANAGERS,001-0101507
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,4754 FAUNTLEROY WAY SW,D1,5,0,3,60.0,2,,119,THE HUXLEY,001-0148858
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,3939 15TH AVE S,D2,5,4,1,20.0,0,,20,GUIDE PROPERTY MANAGEMENT LLC,001-0128968
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,5002 S ROSE ST,D2,5,2,3,60.0,0,,1,CARL HAGLUND,001-0144000
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,1526 12TH AVE S,D2,5,4,1,20.0,0,,8,SUSAN LAM,001-0104204
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2810 S MCCLELLAN ST,D2,5,1,3,60.0,1,,203,COAST PROPERTY MANAGEMENT CO THE MADDUX APARTMENTS,001-0150462
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,2355 20TH AVE S,D2,5,0,5,100.0,0,,1,JASON LOUIE,001-0150757
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,7540 M L KING JR WAY S,D2,5,5,0,0.0,0,,7,LOW INCOME HOUSING INSTITUTE,001-0139295
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,3948 S FARRAR ST,D2,5,2,3,60.0,0,,7,CARL HAGLUND,001-0102421
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,9520 RAINIER AVE S,D2,5,2,3,60.0,0,YES,1,MASON THOMAS WAHOSKI,001-0149253
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,3435 RAINIER AVE S,D2,5,3,1,20.0,1,,17,LAKESHORE CORPORATION,001-0100189
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,2939 S MOUNT BAKER BLVD,D2,5,1,3,60.0,1,,60,MT BAKER HOUSING,001-0136590
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,4626 S KENYON ST,D2,5,3,2,40.0,0,,2,ADELE BOTHA,001-0125264
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,3936 S KENYON ST,D2,5,0,5,100.0,0,,18,SOUND HEALTH,001-0103554
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION,411 10TH AVE,D2,5,3,2,40.0,0,,16,RALEIGH RIDGE APARTMENTS,001-0102979
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,2512 14TH AVE S,D2,5,3,2,40.0,0,,19,AGM REAL ESTATE GROUP LLC,001-0103525
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,4720 RAINIER AVE S,D2,5,0,3,60.0,2,,247,GREYSTAR MANAGEMENT COMPANY,001-0144455
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,5014 39TH AVE S,D2,5,2,2,40.0,1,,18,CARL HAGLUND,001-0102417
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,3430 RAINIER AVE S,D2,5,5,0,0.0,0,,15,DSB INVESTMENTS INC.,001-0101298
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2410 BOYER AVE E,D3,5,2,1,20.0,2,,37,REDSIDE PARTNERS LLC,001-0102673
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1617 E JEFFERSON ST,D3,5,2,1,20.0,2,,15,SEATTLE PROPERTY MANAGEMENT,001-0100384
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,750 11TH AVE E,D3,5,1,4,80.0,0,,1,MYVRHOST,001-0138770
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,225 HARVARD AVE E,D3,5,0,4,80.0,1,,69,LOW INCOME HOUSING INSTITUTE,001-0150521
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,619 MALDEN AVE E,D3,5,1,4,80.0,0,,4,RICK GLOVER,001-0147053
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,2012 43RD AVE E,D3,5,0,3,60.0,2,,62,BRETT FROSAKER,001-0103603
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,205 19TH AVE E,D3,5,3,1,20.0,1,,30,PROPERTY MANAGER,001-0101019
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1818 20TH AVE,D3,5,2,3,60.0,0,,38,PRINCE OF WALES / ARPEG HOLDINGS,001-0151368
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2609 BROADWAY E,D3,5,3,2,40.0,0,,8,LOW INCOME HOUSING INSTITUTE,001-0130983
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION,1806 12TH AVE,D3,5,2,2,40.0,1,,78,ARBOREAL MANAGEMENT,001-0102186
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1705 SUMMIT AVE,D3,5,2,2,40.0,1,,50,BREIER-SCHEETZ PROPERTIES,001-0100871
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,504 E REPUBLICAN ST,D3,5,1,2,40.0,2,,21,CORNELL AND ASSOCIATES,001-0100151
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,1401 BOREN AVE,D3,5,0,3,60.0,2,,92,DALLAS WALL,001-0134071
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,1403 E OLIVE WAY,D3,5,3,2,40.0,0,,14,OSCAR ORTIZ,001-0101916
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,220 16TH AVE E,D3,5,0,4,80.0,1,,22,GUIDE PROPERTY MANAGEMENT LLC,001-0102630
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1712 BOYLSTON AVE,D3,5,0,3,60.0,2,,12,WEST FREEMAN PROPERTIES,001-0148702
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,418 BELLEVUE AVE E,D3,5,0,4,80.0,1,,48,INCITY PROPERTIES INC,001-0102092
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,606 19TH AVE E,D3,5,2,0,0.0,3,,18,PROPERTY MANAGER,001-0101041
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2227 YALE AVE E,D3,5,0,5,100.0,0,,33,BRINK PROPERTY MANAGEMENT,001-0143547
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,703 BELLEVUE AVE E,D3,5,1,4,80.0,0,,112,BLANTON TURNER,001-0100783
ACTIVE - HAS VIOLATIONS,PROPERTY VIOLATION + PRIVATE INSPECTOR,2712 FRANKLIN AVE E,D3,5,1,2,40.0,2,,26,AGM REAL ESTATE GROUP LLC,001-0101596
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1417 BELMONT AVE,D3,5,2,3,60.0,0,,11,GUIDE PROPERTY MANAGEMENT LLC,001-0106176
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,2209 E ROANOKE ST,D3,5,3,2,40.0,0,,2,CHRISTOPHER KERL,001-0126067
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,419 21ST AVE,D3,5,1,3,60.0,1,,6,PEAK LIVING PROPERTY SERVICES,001-0144241
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1900 23RD AVE S,D3,5,2,3,60.0,0,,1,TIFFANY ALEXANDER,001-0115195
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,213 27TH AVE S,D3,5,4,1,20.0,0,,3,EVERGREEN PARAGON LLC,001-0102809
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1740 MELROSE AVE,D3,5,2,3,60.0,0,,1,MAISON VILLE CONDOMINIUMS HOME OWNERS ASSOCIATION,001-0146761
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1301 SPRING ST,D3,5,1,4,80.0,0,,1,OFELIA MCHUGH,001-0137489
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,321 BOYLSTON AVE E,D3,5,1,4,80.0,0,,1,MATTHEW PIEL,001-0145311
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,420 13TH AVE E,D3,5,0,5,100.0,0,,20,ADONIS TORO,001-0101599
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,2952 E REPUBLICAN ST,D3,5,1,3,60.0,1,,1,TERI KORNBLUM-RUTHERFORD,001-0122334
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1618 BELLEVUE AVE,D3,5,0,2,40.0,3,,63,JOY CAMPBELL,001-0102431
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1729 BOYLSTON AVE,D3,5,2,2,40.0,1,,38,AGM REAL ESTATE GROUP LLC,001-0101505
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION,2371 FRANKLIN AVE E,D3,5,0,4,80.0,1,,35,ARBOREAL MANAGEMENT,001-0102188
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PROPERTY VIOLATION + PRIVATE INSPECTOR,1608 E REPUBLICAN ST,D3,5,2,3,60.0,0,,19,GUDRUN SNYDER,001-0101208
ACTIVE - HAS VIOLATIONS,LATE REG VIOLATION + PRIVATE INSPECTOR,316 BELLEVUE AVE E,D3,5,1,3,60.0,1,,15,BEL-15 APARTMENTS,001-0100470
